likesCount,ownerUsername,postUrl,text,timestamp,cleaned_comment,cleaned_comment_with_text_emojis,translated_comments
1.0,wakawaoi,https://www.instagram.com/p/CsV0u4Nr-mo/,"かっわい〜💐

あきちゃん好みのをチャチャっと作ってくれて、可愛いメダカも育てて器用な方やね〜😍",2023-05-18T01:24:13.000Z,かっわい あきちゃん好みのをチャチャっと作ってくれて 可愛いメダカも育てて器用な方やね,かっわい bouquet あきちゃん好みのをチャチャっと作ってくれて 可愛いメダカも育てて器用な方やね smiling face heart eye,"He made it just the way you like it, and he's so handy with the killifish, too."
1.0,spank0920,https://www.instagram.com/p/CsV0u4Nr-mo/,"@wakawaoi かっわいいでしょ〜😍喋ってると面白い子で器用なのを忘れてしまうんやけど😆
「好きこそものの上手。。」がギュッと詰まった方です✨",2023-05-18T08:49:50.000Z,wakawaoi かっわいいでしょ 喋ってると面白い子で器用なのを忘れてしまうんやけど 好きこそものの上手 がギュッと詰まった方です,wakawaoi かっわいいでしょ smiling face heart eye 喋ってると面白い子で器用なのを忘れてしまうんやけど grinning squinting face 好きこそものの上手 がギュッと詰まった方です sparkle,"He's funny when he talks, and you forget how dexterous he is, but he's a man who loves what he does and is good at it."
1.0,bailon2020,https://www.instagram.com/p/CsV0u4Nr-mo/,はじめまして！同じチャチャチャに乗っている方を見つけて嬉しくなってフォローさせていただきました😆時々おじゃまさせてくださいね〜,2023-05-22T10:15:29.000Z,はじめまして 同じチャチャチャに乗っている方を見つけて嬉しくなってフォローさせていただきました 時々おじゃまさせてくださいね,はじめまして 同じチャチャチャに乗っている方を見つけて嬉しくなってフォローさせていただきました grinning squinting face 時々おじゃまさせてくださいね,Nice to meet you. I'm glad to find someone who rides the same cha-cha-cha and follow you. I hope I can visit you from time to time.
1.0,spank0920,https://www.instagram.com/p/CsV0u4Nr-mo/,@bailon2020 はじめまして！見付けて頂き、フォローして頂きありがとうございます❣️実はニシさんの投稿でお見掛けして、とても気になってました😆チャチャチャアズールは「FIAT❤️」のきっかけになった思い入れの強いチンクちゃんです😍どうぞ、よろしくお願いします💕,2023-05-22T11:12:22.000Z,bailon はじめまして 見付けて頂き フォローして頂きありがとうございます 実はニシさんの投稿でお見掛けして とても気になってました チャチャチャアズールは fiat のきっかけになった思い入れの強いチンクちゃんです どうぞ よろしくお願いします,bailon はじめまして 見付けて頂き フォローして頂きありがとうございます heart exclamation 実はニシさんの投稿でお見掛けして とても気になってました grinning squinting face チャチャチャアズールは fiat red heart のきっかけになった思い入れの強いチンクちゃんです smiling face heart eye どうぞ よろしくお願いします two heart,bailon How do you do? Thank you for finding me and following me. I actually saw you on Nishi's post and was very interested in you.
1.0,bailon2020,https://www.instagram.com/p/CsV0u4Nr-mo/,@spank0920 私も初めての外車がFIAT、チャチャチャで一目惚れでした😍いつかお会いできたらいいですね〜どうぞよろしくお願いします!!,2023-05-22T11:44:32.000Z,spank 私も初めての外車がfiat チャチャチャで一目惚れでした いつかお会いできたらいいですね どうぞよろしくお願いします,spank 私も初めての外車がfiat チャチャチャで一目惚れでした smiling face heart eye いつかお会いできたらいいですね どうぞよろしくお願いします,"spank I also had my first foreign car, a fiat cha-cha-cha, and it was love at first sight. I hope we can meet one day. Please do."
1.0,spank0920,https://www.instagram.com/p/CsV0u4Nr-mo/,@bailon2020 同じじゃないですか❣️❣️是非、並べさせて頂きたいな😍楽しみです〜🥰,2023-05-22T11:51:00.000Z,bailon 同じじゃないですか 是非 並べさせて頂きたいな 楽しみです,bailon 同じじゃないですか heart exclamation heart exclamation 是非 並べさせて頂きたいな smiling face heart eye 楽しみです smiling face heart,"Bailon, we're the same, aren't we? I'd love to put them together. I'm looking forward to it."
0.0,ilche_st1,https://www.instagram.com/p/CsHSCXuogAt/,Beautiful 😍😍👏👏,2023-05-11T20:39:17.000Z,beautiful,beautiful smiling face heart eye smiling face heart eye clapping hand clapping hand,beautiful
0.0,furkansencer,https://www.instagram.com/p/CsHSCXuogAt/,dadlı hayad,2023-05-13T10:20:36.000Z,dadlı hayad,dadlı hayad,hayad with dad
0.0,veronique.pecqueret,https://www.instagram.com/p/C5TRxGkiFIs/,😢elle a eu quoi Bianca ?,2024-04-03T21:33:56.000Z,elle eu quoi bianca,cry face elle eu quoi bianca,elle eu quoi bianca
0.0,bianca_cinquecento,https://www.instagram.com/p/C5TRxGkiFIs/,"@veronique.pecqueret Rien de grave, c’est réparé ! Une petite durite d’essence qui fuyait.  Merci de prendre de ses nouvelles !😉",2024-04-04T04:17:09.000Z,veronique pecqueret rien de grave c est réparé une petite durite essence qui fuyait merci de prendre de s nouvelles,veronique pecqueret rien de grave c est réparé une petite durite essence qui fuyait merci de prendre de s nouvelles winking face,veronique pecqueret nothing serious it is repaired a small gasoline hose which leaked thank you for taking news s
0.0,veronique.pecqueret,https://www.instagram.com/p/C5TRxGkiFIs/,😍,2024-04-04T05:29:58.000Z,,smiling face heart eye,
2.0,ab_ard_competizione,https://www.instagram.com/p/C7E38QRIX45/,"Mooi he zo'n mat groene , maar koop wel meteen shampoo voor matte lak 😍👏",2024-05-17T20:37:32.000Z,mooi zo n mat groene maar koop wel meteen shampoo voor matte lak,mooi zo n mat groene maar koop wel meteen shampoo voor matte lak smiling face heart eye clapping hand,nice such a matt green but do buy shampoo for matt paint immediately
0.0,affarisbullonati,https://www.instagram.com/p/C6iUnwbiCiE/,Super by @affarisbullonati ❤️,2024-05-05T15:28:20.000Z,super affarisbullonati,super affarisbullonati red heart,super-bolted
0.0,vintagecargirls,https://www.instagram.com/p/C6iUnwbiCiE/,⚡️💫🌸✨,2024-05-08T11:01:26.000Z,,high voltage dizzy cherry blossom sparkle,
2.0,jessica.buckwitz,https://www.instagram.com/p/CswJs6LoAu2/,Passend zum Martini Porsche😉sehr schick,2023-05-27T17:21:58.000Z,passend zum martini porsche sehr schick,passend zum martini porsche winking face sehr schick,matching the martini porsche very chic
1.0,kazu__0024,https://www.instagram.com/p/C4XvzBYhEHw/,"ズゴーぃー😉👍
さすがあきこさーん👏🏻👏🏻👏🏻
#チームほくりく の広報任命ー🙋🏻‍♂️",2024-03-11T10:54:17.000Z,ズゴーぃー さすがあきこさーん チームほくりく の広報任命ー,ズゴーぃー winking face thumb さすがあきこさーん clapping hand light skin tone clapping hand light skin tone clapping hand light skin tone チームほくりく の広報任命ー man raising hand light skin tone,"Zgooey, as expected of Akiko-san, the PR appointee of Team Hokuriku."
1.0,spank0920,https://www.instagram.com/p/C4XvzBYhEHw/,@kazu__0024 わぁーい🙌ほめられちゃった🥰Fiat愛あふれるご夫婦で嬉しくなっちゃったよ❣️,2024-03-11T10:57:11.000Z,kazu わぁーい ほめられちゃった fiat愛あふれるご夫婦で嬉しくなっちゃったよ,kazu わぁーい raising hand ほめられちゃった smiling face heart fiat愛あふれるご夫婦で嬉しくなっちゃったよ heart exclamation,"kazu Wow, that's a compliment. I'm so happy for you and your fiat-loving husband and wife."
1.0,dino.nishi,https://www.instagram.com/p/C4XvzBYhEHw/,あら、楽しげねぇ～🎵😁,2024-03-11T11:02:40.000Z,あら 楽しげねぇ,あら 楽しげねぇ musical note beaming face smiling eye,"Oh, you look like you're having fun."
1.0,spank0920,https://www.instagram.com/p/C4XvzBYhEHw/,"@dino.nishi 楽しかったです〜✨
思い切って突撃して良かった😆ニシさんのステッカー褒めて頂きましたよ🥰",2024-03-11T11:08:39.000Z,dino nishi 楽しかったです 思い切って突撃して良かった ニシさんのステッカー褒めて頂きましたよ,dino nishi 楽しかったです sparkle 思い切って突撃して良かった grinning squinting face ニシさんのステッカー褒めて頂きましたよ smiling face heart,"dino nishi It was fun, I'm glad I took the plunge I got compliments on your sticker, Nishi-san."
1.0,dino.nishi,https://www.instagram.com/p/C4XvzBYhEHw/,@spank0920 さん、ありがとうございます😊 またネタ有りますんで😁,2024-03-11T11:13:37.000Z,spank さん ありがとうございます またネタ有りますんで,spank さん ありがとうございます smiling face smiling eye またネタ有りますんで beaming face smiling eye,"Thank you, Mr. Spank. I have another story for you."
1.0,spank0920,https://www.instagram.com/p/C4XvzBYhEHw/,@dino.nishi わ♡気になる〜〜🤩,2024-03-11T11:14:37.000Z,dino nishi わ 気になる,dino nishi わ 気になる star struck,dino nishi Wa Concerned
1.0,kumi_imuk_93,https://www.instagram.com/p/C4XvzBYhEHw/,ウチにも、あきこさんが思い切ってピンポーン！しにやって来ないかなぁ〜🙄パンダ&チンクが待ってるよ〜ん♪🤣,2024-03-11T11:28:02.000Z,ウチにも あきこさんが思い切ってピンポーン しにやって来ないかなぁ パンダ チンクが待ってるよ ん,ウチにも あきこさんが思い切ってピンポーン しにやって来ないかなぁ face rolling eye パンダ チンクが待ってるよ ん rolling floor laughing,"I wonder if Akiko-san will come to our house too, to play ping-pong... Panda Chink is waiting for you..."
1.0,spank0920,https://www.instagram.com/p/C4XvzBYhEHw/,"@kumi_imuk_93 突撃したいなぁー💨おしゃもじ持って⁈🤣
クレミーノちゃんとパンダさん🐼それにクミさんと工場長さんでしょ✨✨✨行きたすぎる🤩",2024-03-11T11:34:57.000Z,kumi imuk 突撃したいなぁー おしゃもじ持って クレミーノちゃんとパンダさん それにクミさんと工場長さんでしょ 行きたすぎる,kumi imuk 突撃したいなぁー dashing away おしゃもじ持って rolling floor laughing クレミーノちゃんとパンダさん panda それにクミさんと工場長さんでしょ sparkle sparkle sparkle 行きたすぎる star struck,"Kumi imuk I want to go in there with a paddle, Cremino and Panda, and Kumi and the factory manager, I want to go too much."
1.0,wakawaoi,https://www.instagram.com/p/C4XvzBYhEHw/,"突然の訪問ってすごーーーーい😍
めちゃアクティブやん🤣
仲間が増えて良かったね✨✨",2024-03-11T12:02:49.000Z,突然の訪問ってすごーーーーい めちゃアクティブやん 仲間が増えて良かったね,突然の訪問ってすごーーーーい smiling face heart eye めちゃアクティブやん rolling floor laughing 仲間が増えて良かったね sparkle sparkle,A surprise visit is amazing! You're so active! It's great that you have more friends.
1.0,10843030.500,https://www.instagram.com/p/C4XvzBYhEHw/,"wow❗️
さすが、行動力あるぅ🎵",2024-03-11T12:45:02.000Z,wow さすが 行動力あるぅ,wow red exclamation mark さすが 行動力あるぅ musical note,"Wow, you're a man of action."
1.0,spank0920,https://www.instagram.com/p/C4XvzBYhEHw/,@wakawaoi 知ってる人やったからね😆近所で関西弁で話せる方やけど、なかなか会えなくて。好きなことで繋がれるって嬉しいよね🥰,2024-03-11T12:45:23.000Z,wakawaoi 知ってる人やったからね 近所で関西弁で話せる方やけど なかなか会えなくて 好きなことで繋がれるって嬉しいよね,wakawaoi 知ってる人やったからね grinning squinting face 近所で関西弁で話せる方やけど なかなか会えなくて 好きなことで繋がれるって嬉しいよね smiling face heart,"wakawaoi I knew her, she's from nearby and speaks in the Kansai dialect, but we don't get to see each other very often, so it's nice to be able to connect through something we like."
1.0,wakawaoi,https://www.instagram.com/p/C4XvzBYhEHw/,"@spank0920 
あ！！！そうなんやね🙌
fiatが並んでる！と言うだけで、いきなり突撃訪問したのかと思ったよーーー🤣🤣🤣",2024-03-11T12:55:09.000Z,spank あ そうなんやね fiatが並んでる と言うだけで いきなり突撃訪問したのかと思ったよーーー,spank あ そうなんやね raising hand fiatが並んでる と言うだけで いきなり突撃訪問したのかと思ったよーーー rolling floor laughing rolling floor laughing rolling floor laughing,I thought you had just come out of the blue just because there was fiat on the line...
